EmpID,State,City,Branch,Department,JobRole,Age,AgeGroup,Gender,MaritalStatus,Education,MonthlyIncome,OverTime,BusinessTravel,DistanceFromHome,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,YearsAtCompany,HireDate,Attrition
EMP00155,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Operations,Cashier,53,46-60,Female,Single,3,2212,Yes,Non-Travel,23,1,1,3,8,2023-06-24,No
EMP00156,Selangor,Shah Alam,Shah Alam Branch 1,Operations,Cashier,50,46-60,Female,Married,2,2061,No,Non-Travel,10,3,4,1,13,2021-11-30,No
EMP00157,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Operations,Kitchen Crew,49,46-60,Female,Married,3,2236,No,Travel_Rarely,7,3,2,4,11,2022-01-26,No
EMP00158,Sarawak,Kuching,Kuching Branch 2,Sales,Sales Executive,36,36-45,Female,Single,2,3291,Yes,Non-Travel,23,2,2,1,3,2019-03-25,No
EMP00159,Selangor,Shah Alam,Shah Alam Branch 2,Finance,Finance Executive,31,26-35,Male,Single,4,4018,Yes,Travel_Rarely,20,4,2,3,13,2020-01-11,No
EMP00160,Selangor,Shah Alam,Shah Alam Branch 1,Sales,Sales Executive,47,46-60,Female,Married,2,3179,No,Travel_Rarely,2,3,4,1,5,2022-03-08,No
EMP00161,Penang,George Town,George Town Branch 1,Operations,Kitchen Crew,32,26-35,Female,Single,4,1877,Yes,Travel_Rarely,8,4,3,3,2,2021-05-16,No
EMP00162,Selangor,Shah Alam,Shah Alam Branch 2,Operations,Kitchen Crew,23,18-25,Male,Single,5,2543,Yes,Non-Travel,7,2,4,4,9,2019-07-31,No
EMP00163,Penang,George Town,George Town Branch 2,Operations,Kitchen Crew,32,26-35,Male,Single,3,2449,No,Travel_Rarely,17,1,4,1,1,2023-08-29,No
EMP00164,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Operations,Cashier,26,26-35,Male,Married,2,1800,Yes,Travel_Rarely,9,1,1,2,15,2015-12-11,No
EMP00165,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Operations,Kitchen Crew,31,26-35,Female,Single,2,1963,Yes,Travel_Rarely,24,1,4,1,1,2020-01-12,No
EMP00166,Johor,Johor Bahru,Johor Bahru Branch 2,Operations,Kitchen Crew,26,26-35,Male,Married,3,2793,No,Non-Travel,18,2,3,4,1,2015-09-27,No
EMP00167,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Operations,Kitchen Crew,53,46-60,Female,Married,4,2440,No,Travel_Frequently,7,2,3,4,5,2021-01-19,No
EMP00168,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Customer Support,Customer Service,48,46-60,Female,Single,3,2970,No,Travel_Rarely,24,4,2,3,6,2014-05-20,No
EMP00169,Sarawak,Kuching,Kuching Branch 1,Operations,Delivery Rider,31,26-35,Male,Single,3,2123,No,Travel_Rarely,2,2,3,3,3,2014-01-21,No
EMP00170,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sales,Sales Executive,32,26-35,Female,Single,2,3829,No,Travel_Frequently,6,2,1,2,9,2020-02-19,Yes
EMP00171,Sarawak,Kuching,Kuching Branch 2,Finance,Finance Executive,20,18-25,Female,Married,2,3853,No,Non-Travel,22,1,4,4,7,2016-12-29,No
EMP00172,Sarawak,Kuching,Kuching Branch 1,Customer Support,Customer Service,20,18-25,Male,Single,2,2255,No,Non-Travel,16,3,3,4,0,2016-11-17,Yes
EMP00173,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,HR,HR Executive,40,36-45,Male,Single,3,3887,No,Travel_Rarely,21,2,4,2,7,2020-07-14,No
EMP00174,Penang,George Town,George Town Branch 1,Operations,Kitchen Crew,48,46-60,Female,Married,2,1987,No,Travel_Frequently,6,2,3,4,12,2015-12-25,No
EMP00175,Johor,Johor Bahru,Johor Bahru Branch 1,Finance,Finance Executive,19,18-25,Female,Single,1,3989,Yes,Non-Travel,25,1,1,2,3,2020-02-02,No
EMP00176,Sarawak,Kuching,Kuching Branch 2,Customer Support,Customer Service,52,46-60,Female,Single,1,2429,Yes,Non-Travel,15,2,3,3,0,2018-02-14,Yes
EMP00177,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Operations,Cashier,55,46-60,Female,Single,2,1800,No,Travel_Rarely,15,4,2,1,0,2021-11-03,No
EMP00178,Penang,George Town,George Town Branch 1,Sales,Sales Executive,48,46-60,Female,Married,3,2744,No,Travel_Frequently,13,1,3,2,12,2016-11-02,Yes
EMP00179,Selangor,Shah Alam,Shah Alam Branch 2,HR,HR Executive,27,26-35,Female,Single,2,3873,No,Travel_Rarely,16,2,4,3,10,2017-06-25,No
EMP00180,Sarawak,Kuching,Kuching Branch 2,Operations,Cashier,48,46-60,Male,Divorced,2,2021,No,Non-Travel,12,1,4,1,4,2017-01-27,Yes
EMP00181,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Customer Support,Customer Service,19,18-25,Male,Single,3,2833,No,Non-Travel,4,2,1,1,7,2014-11-19,No
EMP00182,Selangor,Shah Alam,Shah Alam Branch 1,Operations,Kitchen Crew,46,46-60,Female,Divorced,5,2343,Yes,Non-Travel,4,2,1,3,7,2016-09-18,No
EMP00183,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sales,Sales Executive,46,46-60,Female,Single,3,3436,No,Non-Travel,8,3,3,1,14,2021-05-06,No
EMP00184,Penang,George Town,George Town Branch 2,Operations,Kitchen Crew,55,46-60,Male,Married,4,2741,Yes,Non-Travel,11,1,4,4,3,2023-07-02,Yes
EMP00185,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Operations,Assistant Manager,41,36-45,Male,Married,3,4442,No,Travel_Rarely,5,2,1,4,11,2020-11-07,No
EMP00186,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Operations,Kitchen Crew,22,18-25,Male,Single,1,2347,No,Non-Travel,24,4,3,1,10,2018-10-25,No
EMP00187,Johor,Johor Bahru,Johor Bahru Branch 2,Operations,Kitchen Crew,19,18-25,Male,Single,3,2459,No,Travel_Frequently,22,3,2,3,1,2023-03-31,No
EMP00188,Sarawak,Kuching,Kuching Branch 2,Sales,Sales Executive,42,36-45,Female,Single,1,3662,No,Non-Travel,21,3,4,3,1,2018-02-23,No
EMP00189,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,IT,IT Support,29,26-35,Male,Divorced,3,3557,No,Non-Travel,10,3,3,1,8,2016-09-05,No
EMP00190,Sarawak,Kuching,Kuching Branch 1,Operations,Branch Manager,46,46-60,Male,Single,2,6674,No,Travel_Rarely,14,2,4,3,4,2021-01-18,No
EMP00191,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,HR,HR Executive,23,18-25,Female,Married,2,3519,Yes,Non-Travel,9,1,4,1,8,2015-11-28,Yes
EMP00192,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Operations,Kitchen Crew,19,18-25,Female,Single,4,2505,No,Travel_Rarely,7,3,1,3,4,2016-04-24,No
EMP00193,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Operations,Cashier,23,18-25,Male,Single,3,2116,No,Travel_Rarely,5,4,2,1,15,2019-02-05,No
EMP00194,Selangor,Shah Alam,Shah Alam Branch 1,IT,IT Support,45,36-45,Female,Single,2,3827,Yes,Non-Travel,22,4,3,1,1,2019-11-11,No
EMP00195,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Operations,Kitchen Crew,26,26-35,Female,Married,4,2174,Yes,Travel_Frequently,25,2,4,4,7,2015-07-04,Yes
EMP00196,Penang,George Town,George Town Branch 2,Operations,Kitchen Crew,30,26-35,Female,Single,4,1800,No,Travel_Rarely,25,2,3,2,8,2020-01-16,No
EMP00197,Sarawak,Kuching,Kuching Branch 1,Operations,Branch Manager,55,46-60,Female,Married,2,6741,Yes,Travel_Rarely,18,1,1,1,4,2021-01-07,Yes
EMP00198,Johor,Johor Bahru,Johor Bahru Branch 1,Operations,Kitchen Crew,52,46-60,Female,Married,2,2878,No,Non-Travel,5,2,2,3,8,2019-11-09,No
EMP00199,Sarawak,Kuching,Kuching Branch 1,Operations,Cashier,30,26-35,Male,Single,2,1962,No,Non-Travel,24,2,4,3,11,2016-11-22,No
EMP00200,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Operations,Kitchen Crew,52,46-60,Female,Divorced,2,2256,No,Non-Travel,6,2,2,2,13,2014-06-06,No
EMP00201,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Operations,Assistant Manager,50,46-60,Female,Married,2,4326,No,Travel_Rarely,18,2,1,2,9,2014-08-16,No
EMP00202,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Finance,Finance Executive,24,18-25,Male,Single,3,4383,No,Non-Travel,12,4,3,4,9,2018-09-16,No
EMP00203,Selangor,Shah Alam,Shah Alam Branch 1,IT,IT Support,22,18-25,Male,Married,3,3954,No,Travel_Rarely,6,4,1,2,0,2022-04-10,No
EMP00204,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Operations,Cashier,33,26-35,Female,Single,3,2086,No,Non-Travel,17,4,3,4,12,2015-02-02,No
EMP00205,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Sales,Sales Executive,49,46-60,Male,Married,2,3250,No,Travel_Rarely,20,3,2,4,5,2023-07-11,No
EMP00206,Penang,George Town,George Town Branch 1,Finance,Finance Executive,21,18-25,Female,Single,3,3682,Yes,Non-Travel,11,2,1,4,7,2022-09-25,Yes
EMP00207,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sales,Sales Executive,51,46-60,Male,Married,2,3684,No,Travel_Rarely,19,3,4,1,8,2023-10-27,No
EMP00208,Johor,Johor Bahru,Johor Bahru Branch 1,Operations,Cashier,32,26-35,Female,Single,4,2411,Yes,Non-Travel,6,1,4,3,1,2019-03-11,No
EMP00209,Johor,Johor Bahru,Johor Bahru Branch 2,Sales,Sales Executive,23,18-25,Female,Single,3,3635,Yes,Non-Travel,20,4,1,2,14,2014-02-07,No
EMP00210,Sarawak,Kuching,Kuching Branch 2,Finance,Finance Executive,23,18-25,Female,Married,3,4265,No,Non-Travel,8,3,3,3,6,2023-07-17,No
EMP00211,Johor,Johor Bahru,Johor Bahru Branch 2,IT,IT Support,34,26-35,Female,Married,2,3524,No,Travel_Frequently,3,4,4,3,3,2016-05-02,No
EMP00212,Penang,George Town,George Town Branch 1,IT,IT Support,34,26-35,Female,Married,3,4111,No,Non-Travel,22,4,2,4,4,2023-12-29,Yes
EMP00213,Sarawak,Kuching,Kuching Branch 2,Operations,Kitchen Crew,40,36-45,Male,Married,3,2746,Yes,Travel_Rarely,6,4,3,3,9,2016-08-22,No
EMP00214,Penang,George Town,George Town Branch 2,HR,HR Executive,24,18-25,Male,Married,1,3729,Yes,Travel_Rarely,18,1,4,4,14,2019-08-15,No
EMP00215,Sarawak,Kuching,Kuching Branch 1,Operations,Kitchen Crew,31,26-35,Female,Married,3,2062,No,Non-Travel,15,3,2,3,9,2018-08-05,Yes
EMP00216,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Operations,Kitchen Crew,38,36-45,Female,Married,4,1961,No,Travel_Rarely,15,3,4,2,4,2021-10-17,No
EMP00217,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Operations,Kitchen Crew,27,26-35,Male,Single,4,2520,Yes,Non-Travel,6,4,3,1,14,2023-06-01,No
EMP00218,Penang,George Town,George Town Branch 2,Finance,Finance Executive,40,36-45,Male,Married,3,3628,Yes,Non-Travel,2,2,1,3,13,2020-09-03,No
EMP00219,Penang,George Town,George Town Branch 2,Operations,Kitchen Crew,40,36-45,Female,Married,2,2166,No,Travel_Rarely,15,3,3,2,9,2019-07-24,No
EMP00220,Sarawak,Kuching,Kuching Branch 1,Finance,Finance Executive,33,26-35,Female,Married,2,3862,No,Non-Travel,8,1,2,1,8,2018-07-07,Yes
EMP00221,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,HR,HR Executive,38,36-45,Male,Single,3,4521,Yes,Travel_Rarely,6,2,4,1,7,2018-01-22,No
EMP00222,Sarawak,Kuching,Kuching Branch 1,HR,HR Executive,48,46-60,Female,Single,5,4182,No,Non-Travel,24,4,3,4,14,2016-06-06,No
EMP00223,Johor,Johor Bahru,Johor Bahru Branch 2,Operations,Cashier,40,36-45,Female,Married,2,2569,No,Travel_Rarely,9,3,3,4,11,2021-09-23,No
EMP00224,Penang,George Town,George Town Branch 2,Operations,Cashier,30,26-35,Female,Divorced,5,2106,Yes,Non-Travel,23,4,2,4,4,2015-04-16,No
EMP00225,Selangor,Shah Alam,Shah Alam Branch 2,Operations,Kitchen Crew,21,18-25,Male,Married,4,2583,Yes,Travel_Rarely,24,2,2,3,6,2015-01-21,No
EMP00226,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Operations,Delivery Rider,29,26-35,Male,Single,3,2637,Yes,Travel_Rarely,10,1,3,2,6,2014-10-12,No
EMP00227,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Operations,Kitchen Crew,40,36-45,Male,Single,3,2409,Yes,Non-Travel,21,1,3,1,14,2018-05-03,No
EMP00228,Johor,Johor Bahru,Johor Bahru Branch 2,Operations,Kitchen Crew,27,26-35,Male,Single,3,2126,No,Non-Travel,2,1,1,3,4,2018-01-28,No
EMP00229,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Operations,Delivery Rider,36,36-45,Female,Single,5,2402,Yes,Non-Travel,17,2,4,1,0,2023-04-28,No
EMP00230,Selangor,Shah Alam,Shah Alam Branch 2,Sales,Sales Executive,51,46-60,Female,Single,3,3692,Yes,Non-Travel,17,4,2,1,8,2019-09-13,No
EMP00231,Sarawak,Kuching,Kuching Branch 2,Operations,Assistant Manager,25,18-25,Female,Married,3,4112,Yes,Non-Travel,16,2,3,1,12,2014-01-13,No
EMP00232,Johor,Johor Bahru,Johor Bahru Branch 1,Operations,Kitchen Crew,43,36-45,Female,Married,4,2128,Yes,Travel_Rarely,15,2,3,4,15,2023-12-03,No
EMP00233,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Operations,Cashier,49,46-60,Female,Married,4,2663,No,Non-Travel,18,1,1,2,11,2017-03-31,No
EMP00234,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Customer Support,Customer Service,40,36-45,Female,Single,4,2737,No,Travel_Rarely,7,1,2,2,1,2020-09-20,Yes
EMP00235,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Operations,Kitchen Crew,43,36-45,Male,Married,3,2281,Yes,Non-Travel,9,3,4,4,6,2017-09-13,No
EMP00236,Sarawak,Kuching,Kuching Branch 1,Operations,Assistant Manager,49,46-60,Male,Divorced,4,4583,No,Non-Travel,21,4,3,1,7,2021-04-16,No
EMP00237,Penang,George Town,George Town Branch 1,Sales,Sales Executive,26,26-35,Male,Single,5,3967,No,Non-Travel,12,4,1,1,5,2015-02-17,No
EMP00238,Selangor,Shah Alam,Shah Alam Branch 1,Operations,Kitchen Crew,24,18-25,Male,Married,1,2040,No,Travel_Rarely,18,1,2,4,12,2021-12-21,No
EMP00239,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Operations,Cashier,34,26-35,Male,Single,2,1800,Yes,Travel_Rarely,13,2,3,3,6,2014-04-06,No
EMP00240,Selangor,Shah Alam,Shah Alam Branch 1,Operations,Assistant Manager,23,18-25,Female,Single,5,4363,Yes,Non-Travel,22,1,1,1,5,2020-04-13,Yes
EMP00241,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Customer Support,Customer Service,52,46-60,Male,Single,3,2896,No,Travel_Rarely,8,2,1,4,1,2017-07-22,No
EMP00242,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Customer Support,Customer Service,22,18-25,Female,Single,3,2976,No,Travel_Rarely,17,2,1,1,2,2019-05-15,Yes
EMP00243,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Operations,Cashier,45,36-45,Male,Divorced,2,2346,No,Travel_Rarely,15,3,3,1,0,2021-09-16,No
EMP00244,Johor,Johor Bahru,Johor Bahru Branch 1,Operations,Branch Manager,38,36-45,Female,Single,2,5584,No,Non-Travel,1,2,4,3,9,2014-07-01,No
EMP00245,Selangor,Shah Alam,Shah Alam Branch 1,Sales,Sales Executive,32,26-35,Male,Single,4,3649,Yes,Travel_Rarely,16,4,1,3,5,2019-06-18,No
EMP00246,Sarawak,Kuching,Kuching Branch 2,Finance,Finance Executive,43,36-45,Male,Married,2,4519,No,Non-Travel,22,3,4,3,5,2014-05-20,No
EMP00247,Penang,George Town,George Town Branch 2,Operations,Kitchen Crew,40,36-45,Female,Married,3,2218,No,Travel_Rarely,22,1,1,1,0,2022-03-25,No
EMP00248,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Operations,Kitchen Crew,48,46-60,Male,Single,3,2502,No,Travel_Rarely,24,4,3,1,15,2016-05-13,Yes
EMP00249,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Operations,Delivery Rider,33,26-35,Female,Single,4,2023,Yes,Non-Travel,20,2,4,1,12,2021-02-22,No
EMP00250,Johor,Johor Bahru,Johor Bahru Branch 1,Operations,Kitchen Crew,32,26-35,Female,Married,2,2731,Yes,Non-Travel,3,4,2,1,5,2018-09-23,No
EMP00251,Sarawak,Kuching,Kuching Branch 2,Operations,Cashier,44,36-45,Female,Single,1,2040,Yes,Travel_Rarely,18,1,3,3,1,2014-03-17,Yes
EMP00252,Sarawak,Kuching,Kuching Branch 1,Operations,Assistant Manager,52,46-60,Male,Married,3,3409,No,Non-Travel,11,4,3,4,6,2018-02-06,No
EMP00253,Penang,George Town,George Town Branch 1,Sales,Sales Executive,31,26-35,Female,Married,1,3181,No,Travel_Rarely,12,4,3,3,13,2017-11-02,No
EMP00254,Johor,Johor Bahru,Johor Bahru Branch 2,Sales,Sales Executive,46,46-60,Male,Single,2,3805,No,Non-Travel,8,4,2,1,11,2023-08-22,No
EMP00255,Selangor,Shah Alam,Shah Alam Branch 1,Sales,Sales Executive,28,26-35,Female,Single,4,3820,No,Travel_Rarely,15,2,3,3,14,2020-09-14,No
EMP00256,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Operations,Kitchen Crew,30,26-35,Male,Single,2,2337,No,Travel_Rarely,15,2,4,1,0,2017-12-24,No
EMP00257,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sales,Sales Executive,42,36-45,Female,Married,3,2649,No,Non-Travel,22,2,1,4,8,2021-05-19,No
EMP00258,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,HR,HR Executive,50,46-60,Female,Married,4,3340,No,Non-Travel,6,1,2,1,7,2017-07-15,No
EMP00259,Penang,George Town,George Town Branch 1,IT,IT Support,28,26-35,Female,Married,2,3439,No,Non-Travel,7,2,3,4,8,2022-05-07,No
EMP00260,Selangor,Shah Alam,Shah Alam Branch 1,Operations,Cashier,25,18-25,Male,Single,3,2114,Yes,Travel_Rarely,10,2,3,3,5,2021-11-12,No
EMP00261,Johor,Johor Bahru,Johor Bahru Branch 1,Operations,Cashier,47,46-60,Male,Married,2,1891,No,Non-Travel,17,4,2,2,1,2022-10-24,No
EMP00262,Selangor,Shah Alam,Shah Alam Branch 2,Operations,Kitchen Crew,36,36-45,Male,Married,4,2246,No,Travel_Frequently,25,3,2,3,5,2018-09-15,No
EMP00263,Selangor,Shah Alam,Shah Alam Branch 1,Operations,Cashier,45,36-45,Female,Married,2,2455,Yes,Travel_Rarely,4,1,3,1,1,2022-07-15,Yes
EMP00264,Penang,George Town,George Town Branch 1,Operations,Branch Manager,38,36-45,Female,Single,4,6541,Yes,Non-Travel,4,1,3,3,2,2020-11-30,No
EMP00265,Penang,George Town,George Town Branch 2,Customer Support,Customer Service,52,46-60,Female,Single,5,3051,No,Non-Travel,24,2,3,2,5,2022-11-15,Yes
EMP00266,Johor,Johor Bahru,Johor Bahru Branch 1,IT,IT Support,28,26-35,Female,Single,4,3569,Yes,Non-Travel,25,3,2,1,6,2019-05-03,No
EMP00267,Johor,Johor Bahru,Johor Bahru Branch 2,Operations,Kitchen Crew,52,46-60,Female,Married,3,2698,No,Travel_Rarely,23,2,2,3,5,2018-10-20,No
EMP00268,Selangor,Shah Alam,Shah Alam Branch 2,Operations,Kitchen Crew,50,46-60,Female,Married,2,2773,No,Travel_Rarely,4,1,4,1,15,2020-01-30,No
EMP00269,Penang,George Town,George Town Branch 2,Operations,Delivery Rider,41,36-45,Female,Single,4,2508,No,Travel_Rarely,12,3,1,2,2,2016-10-26,Yes
EMP00270,Sarawak,Kuching,Kuching Branch 1,Operations,Cashier,22,18-25,Male,Married,4,2236,Yes,Travel_Rarely,21,4,1,3,7,2019-12-10,No
EMP00271,Selangor,Shah Alam,Shah Alam Branch 1,Operations,Kitchen Crew,42,36-45,Female,Divorced,1,2647,Yes,Non-Travel,4,1,2,1,15,2019-10-05,No
EMP00272,Sarawak,Kuching,Kuching Branch 2,Operations,Branch Manager,48,46-60,Female,Married,4,7362,No,Travel_Rarely,14,3,3,2,2,2014-11-20,No
EMP00273,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Operations,Cashier,21,18-25,Female,Single,4,2124,No,Travel_Frequently,7,3,1,2,6,2014-11-04,Yes
EMP00274,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Operations,Kitchen Crew,32,26-35,Male,Married,3,2216,Yes,Non-Travel,9,1,3,1,8,2016-09-25,No
EMP00275,Selangor,Shah Alam,Shah Alam Branch 1,Sales,Sales Executive,27,26-35,Female,Married,1,3688,Yes,Travel_Rarely,4,3,3,3,11,2017-03-07,No
EMP00276,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Operations,Delivery Rider,23,18-25,Female,Single,5,2043,No,Travel_Rarely,19,1,2,1,1,2020-12-28,No
EMP00277,Sarawak,Kuching,Kuching Branch 2,Operations,Kitchen Crew,24,18-25,Male,Married,5,2429,No,Non-Travel,24,3,1,4,12,2022-11-18,No
EMP00278,Johor,Johor Bahru,Johor Bahru Branch 2,Operations,Kitchen Crew,34,26-35,Male,Single,1,2310,No,Travel_Frequently,14,2,3,2,9,2014-12-21,No
EMP00279,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,HR,HR Executive,25,18-25,Female,Single,2,3310,No,Non-Travel,7,1,1,1,10,2017-11-05,No
EMP00280,Sarawak,Kuching,Kuching Branch 1,Operations,Kitchen Crew,26,26-35,Male,Single,4,2192,Yes,Travel_Rarely,19,2,4,3,13,2015-07-01,No
EMP00281,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Operations,Delivery Rider,30,26-35,Female,Married,2,2545,No,Non-Travel,16,4,2,2,1,2020-11-14,No
EMP00282,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Customer Support,Customer Service,47,46-60,Male,Single,3,2538,Yes,Non-Travel,16,3,2,2,1,2017-03-26,No
EMP00283,Sarawak,Kuching,Kuching Branch 1,Operations,Delivery Rider,48,46-60,Female,Married,1,2486,No,Non-Travel,21,2,4,4,0,2015-02-23,No
EMP00284,Selangor,Shah Alam,Shah Alam Branch 2,Operations,Branch Manager,22,18-25,Female,Divorced,3,7056,No,Non-Travel,8,3,2,3,7,2015-04-15,No
EMP00285,Sarawak,Kuching,Kuching Branch 1,HR,HR Executive,38,36-45,Female,Married,4,4506,Yes,Non-Travel,5,2,1,1,10,2017-04-02,No
EMP00286,Penang,George Town,George Town Branch 1,Operations,Cashier,44,36-45,Female,Married,2,2105,No,Travel_Frequently,3,2,1,4,12,2022-06-16,No
EMP00287,Johor,Johor Bahru,Johor Bahru Branch 2,Operations,Cashier,50,46-60,Female,Single,3,2168,Yes,Travel_Rarely,25,2,3,2,11,2021-11-06,No
EMP00288,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,IT,IT Support,28,26-35,Female,Single,3,3673,Yes,Non-Travel,2,2,1,3,4,2015-09-07,No
EMP00289,Selangor,Shah Alam,Shah Alam Branch 2,Sales,Sales Executive,32,26-35,Male,Single,4,4300,No,Travel_Rarely,3,3,3,3,5,2016-12-15,No
EMP00290,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Sales,Sales Executive,54,46-60,Female,Single,1,3950,No,Non-Travel,16,4,1,3,5,2015-02-19,No
EMP00291,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Operations,Cashier,37,36-45,Female,Single,4,1970,No,Non-Travel,19,4,3,3,10,2015-10-23,No
EMP00292,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Operations,Delivery Rider,39,36-45,Male,Single,2,1982,No,Travel_Rarely,17,2,4,3,8,2019-12-23,No
EMP00293,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,HR,HR Executive,53,46-60,Female,Married,4,4386,No,Non-Travel,22,2,3,4,3,2017-04-13,No
EMP00294,Penang,George Town,George Town Branch 1,Operations,Kitchen Crew,48,46-60,Male,Married,3,2357,No,Non-Travel,1,4,2,4,6,2020-11-20,No
EMP00295,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Operations,Cashier,25,18-25,Female,Single,2,2581,No,Non-Travel,25,1,4,2,10,2017-12-27,No
EMP00296,Johor,Johor Bahru,Johor Bahru Branch 2,Operations,Delivery Rider,41,36-45,Female,Married,3,2840,No,Travel_Rarely,9,3,4,2,14,2021-05-20,No
EMP00297,Johor,Johor Bahru,Johor Bahru Branch 1,Operations,Kitchen Crew,44,36-45,Female,Single,2,2178,No,Travel_Rarely,19,2,2,1,11,2020-06-25,Yes
EMP00298,Sarawak,Kuching,Kuching Branch 1,IT,IT Support,29,26-35,Male,Single,1,3578,Yes,Travel_Rarely,5,3,3,3,8,2016-10-13,No
EMP00299,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Operations,Cashier,38,36-45,Female,Married,3,2402,No,Non-Travel,10,4,4,3,3,2023-02-21,No
EMP00300,Johor,Johor Bahru,Johor Bahru Branch 1,Operations,Kitchen Crew,52,46-60,Male,Single,3,2082,No,Travel_Rarely,4,3,4,2,15,2014-10-18,No
EMP00301,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Operations,Cashier,41,36-45,Male,Married,2,2234,No,Non-Travel,20,1,3,4,11,2014-04-20,No
EMP00302,Sarawak,Kuching,Kuching Branch 2,Sales,Sales Executive,26,26-35,Male,Single,4,3427,No,Travel_Rarely,1,1,2,1,7,2023-10-30,No
EMP00303,Penang,George Town,George Town Branch 1,Operations,Kitchen Crew,54,46-60,Female,Married,4,2179,No,Travel_Rarely,7,2,3,2,7,2016-01-05,No
EMP00304,Johor,Johor Bahru,Johor Bahru Branch 2,Operations,Kitchen Crew,30,26-35,Female,Single,4,2493,Yes,Travel_Rarely,9,3,4,4,6,2016-06-08,No
EMP00305,Johor,Johor Bahru,Johor Bahru Branch 1,Operations,Assistant Manager,50,46-60,Male,Married,5,4169,No,Travel_Rarely,18,4,1,1,3,2017-09-08,No
EMP00306,Penang,George Town,George Town Branch 2,Operations,Delivery Rider,27,26-35,Male,Single,3,2174,No,Travel_Frequently,15,4,2,1,12,2017-08-24,No
EMP00307,Penang,George Town,George Town Branch 1,Finance,Finance Executive,50,46-60,Female,Married,2,4680,Yes,Non-Travel,23,4,1,1,4,2017-09-09,No
EMP00308,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,IT,IT Support,20,18-25,Female,Single,3,4106,Yes,Non-Travel,11,3,2,3,10,2015-11-04,No
EMP00309,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Customer Support,Customer Service,53,46-60,Female,Single,5,2907,No,Non-Travel,21,4,1,4,0,2016-03-09,No
