TransactionID,Date,State,City,Branch,Region,Product,Quantity,Unit Price,Total Sale,Employee,Channel,PaymentMethod
TXN0008020,2024-02-18,Sarawak,Kuching,Kuching Branch 2,Sarawak,Cheese Burger,3,13.9,41.7,SalesRep_09,Delivery,Card
TXN0008021,2024-02-18,Sarawak,Kuching,Kuching Branch 2,Sarawak,Spicy Burger,3,14.9,44.7,SalesRep_09,Takeaway,Cash
TXN0008022,2024-02-18,Sarawak,Kuching,Kuching Branch 2,Sarawak,Veggie Burger,1,11.9,11.9,SalesRep_07,Takeaway,Card
TXN0008023,2024-02-18,Sarawak,Kuching,Kuching Branch 2,Sarawak,Veggie Burger,1,11.9,11.9,SalesRep_04,Dine-in,Cash
TXN0008024,2024-02-18,Sarawak,Kuching,Kuching Branch 2,Sarawak,Fries,3,5.9,17.7,SalesRep_12,Dine-in,Cash
TXN0008025,2024-02-18,Sarawak,Kuching,Kuching Branch 2,Sarawak,Chicken Burger,1,10.9,10.9,SalesRep_11,Delivery,Card
TXN0008026,2024-02-18,Sarawak,Kuching,Kuching Branch 2,Sarawak,Veggie Burger,1,11.9,11.9,SalesRep_09,Takeaway,eWallet
TXN0008027,2024-02-18,Sarawak,Kuching,Kuching Branch 2,Sarawak,Chicken Burger,1,10.9,10.9,SalesRep_01,Delivery,eWallet
TXN0008028,2024-02-18,Sarawak,Kuching,Kuching Branch 2,Sarawak,Chicken Burger,2,10.9,21.8,SalesRep_10,Delivery,Cash
TXN0008029,2024-02-18,Sarawak,Kuching,Kuching Branch 2,Sarawak,Soft Drink,3,3.9,11.7,SalesRep_10,Dine-in,Card
TXN0008030,2024-02-18,Sarawak,Kuching,Kuching Branch 2,Sarawak,Cheese Burger,2,13.9,27.8,SalesRep_11,Delivery,Card
TXN0008031,2024-02-18,Sarawak,Kuching,Kuching Branch 2,Sarawak,Soft Drink,2,3.32,6.64,SalesRep_08,Takeaway,eWallet
TXN0008032,2024-02-19,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Spicy Burger,1,14.9,14.9,SalesRep_09,Dine-in,eWallet
TXN0008033,2024-02-19,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Beef Burger,1,12.9,12.9,SalesRep_11,Takeaway,Cash
TXN0008034,2024-02-19,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Cheese Burger,1,13.9,13.9,SalesRep_05,Dine-in,Card
TXN0008035,2024-02-19,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Chicken Burger,2,10.9,21.8,SalesRep_04,Takeaway,Card
TXN0008036,2024-02-19,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Soft Drink,2,3.9,7.8,SalesRep_07,Takeaway,Cash
TXN0008037,2024-02-19,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Fries,3,5.9,17.7,SalesRep_05,Delivery,Card
TXN0008038,2024-02-19,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Fries,3,5.9,17.7,SalesRep_06,Dine-in,Card
TXN0008039,2024-02-19,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Fries,3,5.9,17.7,SalesRep_01,Dine-in,eWallet
TXN0008040,2024-02-19,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Beef Burger,1,12.9,12.9,SalesRep_05,Takeaway,eWallet
TXN0008041,2024-02-19,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Beef Burger,2,12.9,25.8,SalesRep_06,Takeaway,Card
TXN0008042,2024-02-19,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Chicken Burger,3,9.81,29.43,SalesRep_12,Delivery,eWallet
TXN0008043,2024-02-19,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Spicy Burger,1,13.41,13.41,SalesRep_05,Dine-in,eWallet
TXN0008044,2024-02-19,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Fries,3,5.9,17.7,SalesRep_05,Dine-in,eWallet
TXN0008045,2024-02-19,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Cheese Burger,2,13.9,27.8,SalesRep_09,Dine-in,eWallet
TXN0008046,2024-02-19,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Fries,2,5.9,11.8,SalesRep_07,Dine-in,Cash
TXN0008047,2024-02-19,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Cheese Burger,1,13.9,13.9,SalesRep_04,Dine-in,Card
TXN0008048,2024-02-19,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Soft Drink,3,3.9,11.7,SalesRep_07,Delivery,Card
TXN0008049,2024-02-19,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Spicy Burger,1,14.9,14.9,SalesRep_05,Takeaway,eWallet
TXN0008050,2024-02-19,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Beef Burger,3,12.9,38.7,SalesRep_12,Takeaway,Cash
TXN0008051,2024-02-19,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Spicy Burger,3,14.9,44.7,SalesRep_12,Dine-in,eWallet
TXN0008052,2024-02-19,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Chicken Burger,2,10.9,21.8,SalesRep_05,Dine-in,Cash
TXN0008053,2024-02-19,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Veggie Burger,2,11.9,23.8,SalesRep_09,Takeaway,Card
TXN0008054,2024-02-19,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Soft Drink,2,3.9,7.8,SalesRep_10,Takeaway,eWallet
TXN0008055,2024-02-19,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Chicken Burger,2,10.9,21.8,SalesRep_11,Dine-in,Card
TXN0008056,2024-02-19,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Spicy Burger,3,14.9,44.7,SalesRep_04,Dine-in,Cash
TXN0008057,2024-02-19,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Chicken Burger,1,10.9,10.9,SalesRep_07,Takeaway,Card
TXN0008058,2024-02-19,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Soft Drink,1,3.9,3.9,SalesRep_05,Dine-in,Card
TXN0008059,2024-02-19,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Spicy Burger,2,14.9,29.8,SalesRep_08,Delivery,Card
TXN0008060,2024-02-19,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Beef Burger,1,12.9,12.9,SalesRep_09,Delivery,Card
TXN0008061,2024-02-19,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Beef Burger,1,12.9,12.9,SalesRep_12,Takeaway,Cash
TXN0008062,2024-02-19,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Beef Burger,1,12.9,12.9,SalesRep_12,Delivery,eWallet
TXN0008063,2024-02-19,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Spicy Burger,3,14.9,44.7,SalesRep_07,Takeaway,eWallet
TXN0008064,2024-02-19,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Fries,3,5.9,17.7,SalesRep_05,Takeaway,eWallet
TXN0008065,2024-02-19,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Cheese Burger,2,13.9,27.8,SalesRep_01,Takeaway,eWallet
TXN0008066,2024-02-19,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Soft Drink,2,3.9,7.8,SalesRep_09,Takeaway,Card
TXN0008067,2024-02-19,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Beef Burger,3,12.9,38.7,SalesRep_04,Dine-in,eWallet
TXN0008068,2024-02-19,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Cheese Burger,3,12.51,37.53,SalesRep_05,Dine-in,eWallet
TXN0008069,2024-02-19,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Chicken Burger,2,10.9,21.8,SalesRep_07,Takeaway,eWallet
TXN0008070,2024-02-19,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Fries,3,5.9,17.7,SalesRep_04,Dine-in,Cash
TXN0008071,2024-02-19,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Beef Burger,2,12.9,25.8,SalesRep_02,Takeaway,Card
TXN0008072,2024-02-19,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Fries,3,5.9,17.7,SalesRep_02,Dine-in,eWallet
TXN0008073,2024-02-19,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Veggie Burger,1,11.9,11.9,SalesRep_03,Takeaway,Card
TXN0008074,2024-02-19,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Veggie Burger,3,11.9,35.7,SalesRep_03,Takeaway,Cash
TXN0008075,2024-02-19,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Fries,1,5.02,5.02,SalesRep_05,Dine-in,eWallet
TXN0008076,2024-02-19,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Chicken Burger,1,10.9,10.9,SalesRep_10,Dine-in,Cash
TXN0008077,2024-02-19,Penang,George Town,George Town Branch 1,Penang,Soft Drink,3,3.9,11.7,SalesRep_05,Dine-in,Card
TXN0008078,2024-02-19,Penang,George Town,George Town Branch 1,Penang,Beef Burger,3,12.9,38.7,SalesRep_02,Delivery,Card
TXN0008079,2024-02-19,Penang,George Town,George Town Branch 1,Penang,Beef Burger,1,12.9,12.9,SalesRep_05,Takeaway,Cash
TXN0008080,2024-02-19,Penang,George Town,George Town Branch 1,Penang,Veggie Burger,3,10.71,32.13,SalesRep_09,Dine-in,Card
TXN0008081,2024-02-19,Penang,George Town,George Town Branch 1,Penang,Veggie Burger,3,11.9,35.7,SalesRep_04,Takeaway,eWallet
TXN0008082,2024-02-19,Penang,George Town,George Town Branch 1,Penang,Fries,1,5.9,5.9,SalesRep_04,Delivery,eWallet
TXN0008083,2024-02-19,Penang,George Town,George Town Branch 1,Penang,Cheese Burger,1,13.9,13.9,SalesRep_10,Delivery,eWallet
TXN0008084,2024-02-19,Penang,George Town,George Town Branch 1,Penang,Soft Drink,1,3.9,3.9,SalesRep_08,Dine-in,Cash
TXN0008085,2024-02-19,Penang,George Town,George Town Branch 1,Penang,Cheese Burger,3,13.9,41.7,SalesRep_06,Dine-in,Card
TXN0008086,2024-02-19,Penang,George Town,George Town Branch 1,Penang,Veggie Burger,3,11.9,35.7,SalesRep_08,Takeaway,Card
TXN0008087,2024-02-19,Penang,George Town,George Town Branch 1,Penang,Spicy Burger,2,14.9,29.8,SalesRep_08,Dine-in,eWallet
TXN0008088,2024-02-19,Penang,George Town,George Town Branch 1,Penang,Chicken Burger,1,10.9,10.9,SalesRep_11,Dine-in,eWallet
TXN0008089,2024-02-19,Penang,George Town,George Town Branch 1,Penang,Fries,2,5.9,11.8,SalesRep_11,Dine-in,Card
TXN0008090,2024-02-19,Penang,George Town,George Town Branch 1,Penang,Veggie Burger,1,11.9,11.9,SalesRep_09,Delivery,eWallet
TXN0008091,2024-02-19,Penang,George Town,George Town Branch 1,Penang,Cheese Burger,3,13.9,41.7,SalesRep_06,Delivery,Card
TXN0008092,2024-02-19,Penang,George Town,George Town Branch 1,Penang,Fries,1,5.31,5.31,SalesRep_08,Dine-in,Cash
TXN0008093,2024-02-19,Penang,George Town,George Town Branch 1,Penang,Cheese Burger,2,13.9,27.8,SalesRep_02,Delivery,Cash
TXN0008094,2024-02-19,Penang,George Town,George Town Branch 1,Penang,Veggie Burger,3,11.9,35.7,SalesRep_01,Delivery,Card
TXN0008095,2024-02-19,Penang,George Town,George Town Branch 1,Penang,Soft Drink,3,3.9,11.7,SalesRep_08,Dine-in,eWallet
TXN0008096,2024-02-19,Penang,George Town,George Town Branch 1,Penang,Soft Drink,2,3.7,7.4,SalesRep_09,Dine-in,Card
TXN0008097,2024-02-19,Penang,George Town,George Town Branch 2,Penang,Soft Drink,2,3.9,7.8,SalesRep_01,Dine-in,eWallet
TXN0008098,2024-02-19,Penang,George Town,George Town Branch 2,Penang,Soft Drink,2,3.9,7.8,SalesRep_05,Takeaway,Card
TXN0008099,2024-02-19,Penang,George Town,George Town Branch 2,Penang,Chicken Burger,3,10.9,32.7,SalesRep_06,Takeaway,eWallet
TXN0008100,2024-02-19,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Beef Burger,2,12.9,25.8,SalesRep_07,Dine-in,Cash
TXN0008101,2024-02-19,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Veggie Burger,3,11.9,35.7,SalesRep_10,Takeaway,eWallet
TXN0008102,2024-02-19,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Soft Drink,2,3.9,7.8,SalesRep_08,Takeaway,eWallet
TXN0008103,2024-02-19,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Fries,3,5.02,15.06,SalesRep_07,Dine-in,eWallet
TXN0008104,2024-02-19,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Chicken Burger,1,10.9,10.9,SalesRep_01,Delivery,eWallet
TXN0008105,2024-02-19,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Cheese Burger,3,13.9,41.7,SalesRep_10,Dine-in,Cash
TXN0008106,2024-02-19,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Soft Drink,3,3.9,11.7,SalesRep_02,Takeaway,Card
TXN0008107,2024-02-19,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Chicken Burger,2,10.9,21.8,SalesRep_09,Delivery,Card
TXN0008108,2024-02-19,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Soft Drink,2,3.9,7.8,SalesRep_03,Delivery,Cash
TXN0008109,2024-02-19,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Beef Burger,1,12.9,12.9,SalesRep_02,Takeaway,eWallet
TXN0008110,2024-02-19,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Chicken Burger,1,10.9,10.9,SalesRep_04,Delivery,eWallet
TXN0008111,2024-02-19,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Beef Burger,2,12.9,25.8,SalesRep_04,Takeaway,Card
TXN0008112,2024-02-19,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Veggie Burger,3,10.71,32.13,SalesRep_09,Takeaway,Cash
TXN0008113,2024-02-19,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Veggie Burger,3,11.9,35.7,SalesRep_05,Takeaway,eWallet
TXN0008114,2024-02-19,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Beef Burger,2,12.9,25.8,SalesRep_01,Dine-in,eWallet
TXN0008115,2024-02-19,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Fries,2,5.6,11.2,SalesRep_12,Delivery,Cash
TXN0008116,2024-02-19,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Cheese Burger,2,13.9,27.8,SalesRep_03,Takeaway,eWallet
TXN0008117,2024-02-19,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Soft Drink,3,3.9,11.7,SalesRep_09,Dine-in,Card
TXN0008118,2024-02-19,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Cheese Burger,3,11.82,35.46,SalesRep_02,Takeaway,Cash
TXN0008119,2024-02-19,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Veggie Burger,2,11.9,23.8,SalesRep_01,Dine-in,eWallet
TXN0008120,2024-02-19,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Chicken Burger,1,10.9,10.9,SalesRep_11,Dine-in,Card
TXN0008121,2024-02-19,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Spicy Burger,3,14.9,44.7,SalesRep_05,Dine-in,eWallet
TXN0008122,2024-02-19,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Spicy Burger,3,14.9,44.7,SalesRep_12,Delivery,eWallet
TXN0008123,2024-02-19,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Spicy Burger,2,14.9,29.8,SalesRep_07,Dine-in,Card
TXN0008124,2024-02-19,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Soft Drink,2,3.9,7.8,SalesRep_01,Takeaway,eWallet
TXN0008125,2024-02-19,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Beef Burger,3,12.9,38.7,SalesRep_02,Dine-in,Cash
TXN0008126,2024-02-19,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Fries,2,5.9,11.8,SalesRep_08,Takeaway,Card
TXN0008127,2024-02-19,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Fries,3,5.9,17.7,SalesRep_08,Dine-in,eWallet
TXN0008128,2024-02-19,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Beef Burger,1,12.9,12.9,SalesRep_09,Dine-in,Card
TXN0008129,2024-02-19,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Beef Burger,3,12.9,38.7,SalesRep_11,Dine-in,eWallet
TXN0008130,2024-02-19,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Fries,2,5.9,11.8,SalesRep_09,Dine-in,Card
TXN0008131,2024-02-19,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Fries,3,5.9,17.7,SalesRep_05,Takeaway,eWallet
TXN0008132,2024-02-19,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Chicken Burger,3,9.81,29.43,SalesRep_05,Takeaway,Cash
TXN0008133,2024-02-19,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Beef Burger,2,12.9,25.8,SalesRep_12,Dine-in,Cash
TXN0008134,2024-02-19,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Fries,2,5.9,11.8,SalesRep_12,Dine-in,Card
TXN0008135,2024-02-19,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Cheese Burger,1,13.9,13.9,SalesRep_11,Takeaway,Card
TXN0008136,2024-02-19,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Chicken Burger,2,10.9,21.8,SalesRep_10,Dine-in,eWallet
TXN0008137,2024-02-19,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Chicken Burger,3,10.9,32.7,SalesRep_09,Dine-in,eWallet
TXN0008138,2024-02-19,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Cheese Burger,3,13.9,41.7,SalesRep_07,Delivery,Card
TXN0008139,2024-02-19,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Fries,1,5.9,5.9,SalesRep_07,Dine-in,Card
TXN0008140,2024-02-19,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Chicken Burger,2,10.9,21.8,SalesRep_12,Dine-in,eWallet
TXN0008141,2024-02-19,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sabah,Cheese Burger,1,13.2,13.2,SalesRep_09,Dine-in,Card
TXN0008142,2024-02-19,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sabah,Soft Drink,3,3.7,11.1,SalesRep_07,Delivery,eWallet
TXN0008143,2024-02-19,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sabah,Beef Burger,1,12.9,12.9,SalesRep_03,Dine-in,eWallet
TXN0008144,2024-02-19,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sabah,Beef Burger,1,12.9,12.9,SalesRep_11,Dine-in,eWallet
TXN0008145,2024-02-19,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sabah,Chicken Burger,1,10.9,10.9,SalesRep_08,Takeaway,Cash
TXN0008146,2024-02-19,Sarawak,Kuching,Kuching Branch 1,Sarawak,Soft Drink,2,3.9,7.8,SalesRep_02,Dine-in,eWallet
TXN0008147,2024-02-19,Sarawak,Kuching,Kuching Branch 1,Sarawak,Beef Burger,3,12.9,38.7,SalesRep_04,Dine-in,eWallet
TXN0008148,2024-02-19,Sarawak,Kuching,Kuching Branch 1,Sarawak,Spicy Burger,1,14.9,14.9,SalesRep_07,Delivery,Card
TXN0008149,2024-02-19,Sarawak,Kuching,Kuching Branch 1,Sarawak,Cheese Burger,1,13.9,13.9,SalesRep_03,Takeaway,Cash
TXN0008150,2024-02-19,Sarawak,Kuching,Kuching Branch 1,Sarawak,Beef Burger,2,12.9,25.8,SalesRep_06,Takeaway,Card
TXN0008151,2024-02-19,Sarawak,Kuching,Kuching Branch 1,Sarawak,Cheese Burger,1,13.9,13.9,SalesRep_10,Dine-in,Card
TXN0008152,2024-02-19,Sarawak,Kuching,Kuching Branch 1,Sarawak,Soft Drink,1,3.9,3.9,SalesRep_11,Takeaway,Cash
TXN0008153,2024-02-19,Sarawak,Kuching,Kuching Branch 1,Sarawak,Chicken Burger,2,10.9,21.8,SalesRep_01,Takeaway,Cash
TXN0008154,2024-02-19,Sarawak,Kuching,Kuching Branch 1,Sarawak,Cheese Burger,2,13.9,27.8,SalesRep_03,Takeaway,eWallet
TXN0008155,2024-02-19,Sarawak,Kuching,Kuching Branch 1,Sarawak,Cheese Burger,1,13.9,13.9,SalesRep_12,Takeaway,eWallet
TXN0008156,2024-02-19,Sarawak,Kuching,Kuching Branch 1,Sarawak,Beef Burger,1,12.9,12.9,SalesRep_09,Dine-in,Card
TXN0008157,2024-02-19,Sarawak,Kuching,Kuching Branch 1,Sarawak,Beef Burger,3,12.9,38.7,SalesRep_12,Delivery,eWallet
TXN0008158,2024-02-19,Sarawak,Kuching,Kuching Branch 1,Sarawak,Beef Burger,1,12.9,12.9,SalesRep_08,Dine-in,Card
TXN0008159,2024-02-19,Sarawak,Kuching,Kuching Branch 2,Sarawak,Spicy Burger,3,14.9,44.7,SalesRep_05,Delivery,Cash
TXN0008160,2024-02-19,Sarawak,Kuching,Kuching Branch 2,Sarawak,Soft Drink,2,3.9,7.8,SalesRep_07,Dine-in,Cash
TXN0008161,2024-02-19,Sarawak,Kuching,Kuching Branch 2,Sarawak,Fries,3,5.9,17.7,SalesRep_11,Dine-in,eWallet
TXN0008162,2024-02-19,Sarawak,Kuching,Kuching Branch 2,Sarawak,Soft Drink,1,3.9,3.9,SalesRep_09,Dine-in,eWallet
TXN0008163,2024-02-19,Sarawak,Kuching,Kuching Branch 2,Sarawak,Beef Burger,2,12.9,25.8,SalesRep_03,Takeaway,Card
TXN0008164,2024-02-19,Sarawak,Kuching,Kuching Branch 2,Sarawak,Veggie Burger,2,11.9,23.8,SalesRep_12,Dine-in,eWallet
TXN0008165,2024-02-19,Sarawak,Kuching,Kuching Branch 2,Sarawak,Veggie Burger,3,11.9,35.7,SalesRep_04,Delivery,Cash
TXN0008166,2024-02-19,Sarawak,Kuching,Kuching Branch 2,Sarawak,Beef Burger,2,12.9,25.8,SalesRep_09,Dine-in,eWallet
TXN0008167,2024-02-19,Sarawak,Kuching,Kuching Branch 2,Sarawak,Fries,3,5.9,17.7,SalesRep_10,Dine-in,eWallet
TXN0008168,2024-02-20,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Veggie Burger,2,11.9,23.8,SalesRep_08,Takeaway,eWallet
TXN0008169,2024-02-20,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Beef Burger,3,12.9,38.7,SalesRep_03,Takeaway,Card
TXN0008170,2024-02-20,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Spicy Burger,3,14.9,44.7,SalesRep_11,Dine-in,Card
TXN0008171,2024-02-20,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Beef Burger,3,12.9,38.7,SalesRep_04,Takeaway,eWallet
TXN0008172,2024-02-20,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Chicken Burger,2,9.26,18.52,SalesRep_05,Takeaway,eWallet
TXN0008173,2024-02-20,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Chicken Burger,2,10.9,21.8,SalesRep_04,Takeaway,Card
TXN0008174,2024-02-20,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Beef Burger,3,12.9,38.7,SalesRep_02,Takeaway,eWallet
TXN0008175,2024-02-20,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Cheese Burger,3,13.9,41.7,SalesRep_08,Dine-in,Cash
TXN0008176,2024-02-20,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Chicken Burger,1,10.9,10.9,SalesRep_12,Dine-in,eWallet
TXN0008177,2024-02-20,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Cheese Burger,1,13.9,13.9,SalesRep_03,Dine-in,Cash
TXN0008178,2024-02-20,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Fries,2,5.9,11.8,SalesRep_06,Takeaway,Cash
TXN0008179,2024-02-20,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Cheese Burger,1,13.2,13.2,SalesRep_05,Dine-in,Cash
TXN0008180,2024-02-20,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Cheese Burger,2,13.9,27.8,SalesRep_10,Dine-in,Card
TXN0008181,2024-02-20,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Cheese Burger,2,13.9,27.8,SalesRep_12,Takeaway,eWallet
TXN0008182,2024-02-20,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Fries,2,5.9,11.8,SalesRep_07,Dine-in,eWallet
TXN0008183,2024-02-20,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Veggie Burger,3,11.9,35.7,SalesRep_05,Takeaway,eWallet
TXN0008184,2024-02-20,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Veggie Burger,2,11.9,23.8,SalesRep_08,Dine-in,Cash
TXN0008185,2024-02-20,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Chicken Burger,1,10.9,10.9,SalesRep_02,Dine-in,Cash
TXN0008186,2024-02-20,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Cheese Burger,2,13.9,27.8,SalesRep_01,Takeaway,Card
TXN0008187,2024-02-20,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Beef Burger,2,12.26,24.52,SalesRep_05,Delivery,Card
TXN0008188,2024-02-20,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Cheese Burger,1,13.9,13.9,SalesRep_09,Takeaway,Card
TXN0008189,2024-02-20,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Soft Drink,1,3.9,3.9,SalesRep_05,Takeaway,eWallet
TXN0008190,2024-02-20,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Soft Drink,2,3.9,7.8,SalesRep_07,Dine-in,eWallet
TXN0008191,2024-02-20,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Fries,3,5.9,17.7,SalesRep_05,Takeaway,Card
TXN0008192,2024-02-20,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Soft Drink,1,3.9,3.9,SalesRep_11,Dine-in,eWallet
TXN0008193,2024-02-20,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Fries,3,5.9,17.7,SalesRep_05,Takeaway,Card
